15.512954 1:0.529997 2:0.359809 3:0.258000 4:0.056763 5:0.083074 6:0.208826 7:0.251000 8:0.042990 9:0.091888 10:0.188866 11:0.244000 12:-0.012828 13:0.141369 14:0.112612 15:0.245000 16:-0.014881 17:0.142969 18:0.109851 19:0.671995 20:0.496966 21:0.311999 22:0.008675 23:0.258789 24:0.281289 25:0.305999 26:-0.007528 27:0.272066 28:0.252505 29:0.302999 30:-0.044931 31:0.306246 32:0.192215 33:0.303999 34:-0.047449 35:0.304530 36:0.185563 37:0.018470 38:4.945538 39:0.325247 40:-0.245835 41:0.504753 42:0.233333 
3.219737 1:0.507997 2:0.372354 3:0.265000 4:0.091345 5:0.062519 6:0.264652 7:0.253000 8:-0.025350 9:0.173927 10:0.115711 11:0.251000 12:-0.038857 13:0.197043 14:0.105674 15:0.251000 16:-0.033897 17:0.190080 18:0.110442 19:0.563996 20:0.452286 21:0.286000 22:0.061032 23:0.158589 24:0.316506 25:0.284000 26:-0.100267 27:0.368619 28:0.112485 29:0.280000 30:-0.066305 31:0.314616 32:0.143513 33:0.280000 34:-0.057381 35:0.298191 36:0.150931 37:0.010803 38:3.898608 39:0.388667 40:0.007759 41:0.273692 42:0.022222 
25.838179 1:0.371999 2:0.224188 3:0.200000 4:0.027490 5:0.045266 6:0.103901 7:0.200000 8:0.020547 9:0.052285 10:0.096448 11:0.200000 12:-0.002200 13:0.062443 14:0.058137 15:0.200000 16:-0.003534 17:0.063954 18:0.057029 19:0.481997 20:0.347675 21:0.234000 22:-0.006625 23:0.162388 24:0.145257 25:0.237000 26:-0.015208 27:0.185175 28:0.145062 29:0.229000 30:-0.017569 31:0.168031 32:0.122886 33:0.229000 34:-0.023432 35:0.175920 36:0.115772 37:0.012871 38:3.615672 39:0.367025 40:-0.465291 41:0.624346 42:0.066667 
53.616119 1:0.283000 2:0.214270 3:0.200000 4:0.010214 5:0.070234 6:0.093472 7:0.200000 8:0.011521 9:0.065171 10:0.090726 11:0.200000 12:-0.015818 13:0.076469 14:0.045573 15:0.200000 16:-0.011135 17:0.070962 18:0.049285 19:0.395998 20:0.300556 21:0.214000 22:-0.004223 23:0.157640 24:0.145606 25:0.217000 26:-0.013718 27:0.163283 28:0.125823 29:0.210000 30:-0.035059 31:0.154728 32:0.068658 33:0.210000 34:-0.027634 35:0.148599 36:0.079509 37:0.010641 38:2.462888 39:0.279229 40:0.572358 41:0.732888 42:0.022222 
40.313194 1:0.471997 2:0.302875 3:0.240000 4:0.052738 5:0.061774 6:0.174453 7:0.228000 8:0.020086 9:0.081951 10:0.125657 11:0.226000 12:-0.004109 13:0.096136 14:0.087595 15:0.226000 16:-0.006626 17:0.098082 18:0.084362 19:0.579996 20:0.422897 21:0.276000 22:0.034127 23:0.156527 24:0.240708 25:0.270000 26:-0.035095 27:0.237163 28:0.149955 29:0.268000 30:-0.019223 31:0.207946 32:0.160782 33:0.269000 34:-0.032802 35:0.225092 36:0.145062 37:0.010784 38:3.477979 39:0.286676 40:-0.045262 41:0.519623 42:0.033333 
36.936771 1:0.268000 2:0.204683 3:0.200000 4:0.013888 5:0.063503 6:0.094469 7:0.200000 8:0.005697 9:0.066542 10:0.078773 11:0.200000 12:-0.017911 13:0.077476 14:0.042828 15:0.200000 16:-0.018247 17:0.077736 18:0.042468 19:0.360999 20:0.264495 21:0.200000 22:0.008911 23:0.107712 24:0.132290 25:0.200000 26:-0.019793 27:0.151253 28:0.096111 29:0.200000 30:-0.030844 31:0.135262 32:0.059943 33:0.200000 34:-0.035764 35:0.144625 36:0.056520 37:0.009823 38:2.484472 39:0.182076 40:0.336615 41:0.660046 42:0.016667 
8.406882 1:0.549996 2:0.371261 3:0.255000 4:0.026249 5:0.112758 6:0.172029 7:0.257000 8:0.035374 9:0.105758 10:0.185574 11:0.252000 12:-0.011522 13:0.153450 14:0.127191 15:0.252000 16:-0.010317 17:0.153167 18:0.129563 19:0.603996 20:0.448826 21:0.276000 22:-0.015220 23:0.229531 24:0.190733 25:0.277000 26:-0.004329 27:0.224035 28:0.212812 29:0.275000 30:-0.018916 31:0.228945 32:0.181179 33:0.275000 34:-0.016938 35:0.225300 36:0.182629 37:0.012821 38:4.016566 39:0.296781 40:-0.168020 41:0.595547 42:0.116667 
24.492693 1:0.538996 2:0.349060 3:0.255000 4:0.038810 5:0.090171 6:0.173924 7:0.256000 8:0.054715 9:0.075082 10:0.191811 11:0.246000 12:-0.010608 13:0.130388 14:0.107559 15:0.246000 16:-0.009630 17:0.128459 18:0.107806 19:0.656995 20:0.472587 21:0.301999 22:-0.012679 23:0.263281 24:0.230952 25:0.298999 26:0.007810 27:0.228015 28:0.247730 29:0.295999 30:-0.039691 31:0.270088 32:0.173100 33:0.296999 34:-0.040443 35:0.270377 36:0.171958 37:0.011373 38:4.244786 39:0.382468 40:0.230071 41:0.343591 42:0.050000 
36.467793 1:0.493997 2:0.344114 3:0.249000 4:0.038681 5:0.105192 6:0.196785 7:0.241000 8:0.017162 9:0.117350 10:0.157890 11:0.237000 12:-0.029655 13:0.156398 14:0.089432 15:0.237000 16:-0.022683 17:0.148899 18:0.097421 19:0.551996 20:0.401819 21:0.269000 22:0.007773 23:0.207569 24:0.228265 25:0.265000 26:-0.031314 27:0.241559 28:0.160677 29:0.263000 30:-0.051650 31:0.245395 32:0.118849 33:0.261000 34:-0.042718 35:0.239439 36:0.132348 37:0.009720 38:4.265237 39:0.190619 40:0.171382 41:0.383131 42:0.050000 
13.720589 1:0.476997 2:0.309827 3:0.229000 4:0.028944 5:0.079184 6:0.143789 7:0.232000 8:0.037809 9:0.074259 10:0.158715 11:0.224000 12:-0.009709 13:0.113865 14:0.092287 15:0.224000 16:-0.009708 17:0.113261 18:0.091745 19:0.556996 20:0.411585 21:0.261000 22:-0.013691 23:0.201901 24:0.167366 25:0.260000 26:0.007596 27:0.190553 28:0.210618 29:0.258000 30:-0.026526 31:0.208545 32:0.142739 33:0.257000 34:-0.023520 35:0.206918 36:0.147982 37:0.017134 38:4.079719 39:0.371025 40:-0.076927 41:0.765386 42:0.188889 
46.661552 1:0.395998 2:0.300085 3:0.230000 4:0.052424 5:0.076253 6:0.204666 7:0.214000 8:-0.011761 9:0.127919 10:0.098982 11:0.215000 12:-0.028748 13:0.137949 14:0.071179 15:0.214000 16:-0.023764 17:0.132394 18:0.076667 19:0.508997 20:0.423292 21:0.276000 22:0.047650 23:0.168708 24:0.295246 25:0.270000 26:-0.093151 27:0.357653 28:0.111071 29:0.265000 30:-0.073022 31:0.307641 32:0.117845 33:0.265000 34:-0.066651 35:0.293422 36:0.121632 37:0.013764 38:2.934859 39:0.403321 40:0.024717 41:0.728333 42:0.038889 
91.858521 1:0.200000 2:0.140988 3:0.200000 4:-0.027022 5:0.090847 6:0.037519 7:0.200000 8:-0.031338 9:0.109234 10:0.042267 11:0.200000 12:-0.048903 13:0.104276 14:0.016380 15:0.200000 16:-0.048469 17:0.103585 18:0.016549 19:0.200000 20:0.193186 21:0.200000 22:-0.033514 23:0.172941 24:0.079678 25:0.200000 26:-0.028563 27:0.161730 28:0.083117 29:0.200000 30:-0.055750 31:0.150730 32:0.027561 33:0.200000 34:-0.054956 35:0.151798 36:0.029088 37:0.009928 38:0.521060 39:0.007123 40:-0.904558 41:0.990278 42:0.033333 
91.830727 1:0.200000 2:0.120350 3:0.200000 4:-0.024525 5:0.076148 6:0.031752 7:0.200000 8:-0.040463 9:0.113109 10:0.030634 11:0.200000 12:-0.051322 13:0.102041 14:0.013194 15:0.200000 16:-0.050076 17:0.098499 18:0.013050 19:0.200000 20:0.161709 21:0.200000 22:-0.029741 23:0.128342 24:0.057455 25:0.200000 26:-0.034649 27:0.147728 28:0.060634 29:0.200000 30:-0.050850 31:0.124334 32:0.022475 33:0.200000 34:-0.049218 35:0.116266 36:0.020965 37:0.009906 38:1.288087 39:0.102200 40:0.086808 41:0.830752 42:0.011111 
90.069099 1:0.283000 2:0.244489 3:0.200000 4:0.004939 5:0.110660 6:0.124146 7:0.200000 8:-0.005036 9:0.128070 10:0.114107 11:0.200000 12:-0.030209 13:0.127675 14:0.056123 15:0.200000 16:-0.030141 17:0.127697 18:0.056264 19:0.428998 20:0.363171 21:0.239000 22:-0.024616 23:0.274342 24:0.197557 25:0.232000 26:0.004085 27:0.194992 28:0.207190 29:0.231000 30:-0.052098 31:0.221502 32:0.087815 33:0.231000 34:-0.051787 35:0.219239 36:0.087004 37:0.009951 38:0.208543 39:0.004854 40:-0.239150 41:0.994576 42:0.016667 
52.323929 1:0.446998 2:0.281518 3:0.225000 4:0.024606 5:0.081519 6:0.137165 7:0.226000 8:0.030084 9:0.077366 10:0.145426 11:0.219000 12:-0.010389 13:0.097065 14:0.075391 15:0.218000 16:-0.011553 17:0.098199 18:0.073995 19:0.601996 20:0.434282 21:0.284000 22:0.000020 23:0.232229 24:0.232281 25:0.285000 26:0.008041 27:0.214741 28:0.235345 29:0.276000 30:-0.043071 31:0.242702 32:0.138955 33:0.277000 34:-0.049450 35:0.250244 36:0.131824 37:0.011599 38:3.577060 39:0.178940 40:0.302852 41:0.686490 42:0.072222 
76.556137 1:0.286000 2:0.203882 3:0.200000 4:0.008485 5:0.069821 6:0.088838 7:0.200000 8:0.003095 9:0.078662 10:0.085734 11:0.200000 12:-0.018337 13:0.081875 14:0.045389 15:0.200000 16:-0.018218 17:0.081709 18:0.045466 19:0.428998 20:0.320042 21:0.226000 22:-0.003847 23:0.167570 24:0.156941 25:0.225000 26:-0.009216 27:0.175109 28:0.149525 29:0.222000 30:-0.034920 31:0.162520 32:0.078866 33:0.223000 34:-0.035485 35:0.161756 36:0.077594 37:0.009842 38:1.460354 39:0.028914 40:0.263633 41:0.916943 42:0.027778 
11.018019 1:0.389998 2:0.225037 3:0.200000 4:0.023067 5:0.047955 6:0.096679 7:0.200000 8:0.017113 9:0.052064 10:0.087847 11:0.200000 12:-0.000849 13:0.062875 14:0.061190 15:0.200000 16:-0.004540 17:0.067067 18:0.058021 19:0.469997 20:0.309590 21:0.223000 22:0.008116 23:0.111127 24:0.130778 25:0.222000 26:-0.006994 27:0.131327 28:0.114172 29:0.219000 30:-0.006297 31:0.121882 32:0.106734 33:0.219000 34:-0.007558 35:0.124432 36:0.106177 37:0.010776 38:3.746458 39:0.289940 40:-0.260507 41:0.535150 42:0.061111 
89.842278 1:0.200000 2:0.188000 3:0.200000 4:-0.041925 5:0.185208 6:0.069295 7:0.200000 8:-0.020070 9:0.141504 10:0.087717 11:0.200000 12:-0.059235 13:0.170766 14:0.031373 15:0.200000 16:-0.061481 17:0.174728 18:0.029908 19:0.245000 20:0.244961 21:0.200000 22:-0.047362 23:0.267291 24:0.107725 25:0.200000 26:-0.031892 27:0.231705 28:0.125481 29:0.200000 30:-0.072962 31:0.239484 32:0.039417 33:0.200000 34:-0.073919 35:0.238910 36:0.037689 37:0.010300 38:0.961228 39:0.199173 40:0.086824 41:0.948863 42:0.011111 
11.715638 1:0.462997 2:0.294556 3:0.227000 4:0.039829 5:0.068809 6:0.158605 7:0.219000 8:0.010014 9:0.099711 10:0.123492 11:0.217000 12:-0.020605 13:0.119522 14:0.073750 15:0.217000 16:-0.019883 17:0.121254 18:0.076542 19:0.553996 20:0.374897 21:0.262000 22:0.013333 23:0.166012 24:0.199342 25:0.255000 26:-0.012584 27:0.186550 28:0.155280 29:0.256000 30:-0.038003 31:0.194258 32:0.106846 33:0.255000 34:-0.033241 35:0.190358 36:0.113095 37:0.011511 38:3.975553 39:0.399451 40:1.233094 41:0.295050 42:0.027778 
72.355354 1:0.378998 2:0.324911 3:0.217000 4:0.030943 5:0.110339 6:0.196715 7:0.211000 8:0.021976 9:0.109456 10:0.170303 11:0.209000 12:-0.016284 13:0.136673 14:0.095068 15:0.209000 16:-0.016194 17:0.136534 18:0.095162 19:0.501997 20:0.447965 21:0.275000 22:-0.014400 23:0.296224 24:0.254063 25:0.267000 26:-0.030348 27:0.290679 28:0.204256 29:0.266000 30:-0.059375 31:0.317857 32:0.154100 33:0.266000 34:-0.060046 35:0.320754 36:0.154595 37:0.010264 38:1.984528 39:0.304984 40:0.086725 41:0.709222 42:0.011111 
8.623103 1:0.513997 2:0.332418 3:0.267000 4:0.100621 5:0.040969 6:0.241599 7:0.241000 8:-0.021044 9:0.140654 10:0.094774 11:0.242000 12:-0.043164 13:0.158171 14:0.067869 15:0.241000 16:-0.030476 17:0.143994 18:0.079619 19:0.579996 20:0.396552 21:0.291000 22:0.094032 23:0.083355 24:0.289449 25:0.269000 26:-0.065091 27:0.253488 28:0.100997 29:0.271000 30:-0.070346 31:0.241839 32:0.085577 33:0.269000 34:-0.060609 35:0.231629 36:0.095103 37:0.009683 38:3.923403 39:0.240882 40:1.430172 41:0.433606 42:0.044444 
9.808300 1:0.617995 2:0.444826 3:0.293000 4:0.066914 5:0.126840 6:0.283517 7:0.286000 8:0.029005 9:0.163114 10:0.232308 11:0.283000 12:-0.022272 13:0.213922 14:0.161570 15:0.283000 16:-0.023027 17:0.215702 18:0.161464 19:0.703994 20:0.542541 21:0.319999 22:-0.004959 23:0.305550 24:0.292296 25:0.319999 26:-0.058090 27:0.368464 28:0.216228 29:0.317999 30:-0.036954 31:0.335418 32:0.238486 33:0.318999 34:-0.035721 35:0.332302 36:0.239031 37:0.010585 38:3.425947 39:0.263360 40:-0.011508 41:0.626602 42:0.061111 
94.529755 1:0.200000 2:0.154081 3:0.200000 4:-0.024064 5:0.100436 6:0.048838 7:0.200000 8:-0.035187 9:0.127027 10:0.046720 11:0.200000 12:-0.051288 13:0.122752 14:0.021293 15:0.200000 16:-0.051187 17:0.121407 18:0.020851 19:0.235000 20:0.208253 21:0.200000 22:-0.027855 23:0.159312 24:0.083005 25:0.200000 26:-0.026730 27:0.163437 28:0.088640 29:0.200000 30:-0.046169 31:0.139967 32:0.036134 33:0.200000 34:-0.048088 35:0.141421 36:0.033995 37:0.010579 38:1.394413 39:0.261213 40:-0.695158 41:0.772896 42:0.011111 
14.731574 1:0.399998 2:0.270975 3:0.209000 4:0.043221 5:0.053458 6:0.155295 7:0.201000 8:0.004064 9:0.088073 10:0.097884 11:0.200000 12:-0.017988 13:0.113381 14:0.070235 15:0.200000 16:-0.006973 17:0.099268 18:0.082525 19:0.490997 20:0.353229 21:0.241000 22:0.029548 23:0.123453 24:0.198642 25:0.239000 26:-0.044313 27:0.212817 28:0.101482 29:0.235000 30:-0.034322 31:0.189318 32:0.103981 33:0.234000 34:-0.024442 35:0.178325 36:0.116748 37:0.010207 38:3.918874 39:0.296468 40:1.067191 41:0.421043 42:0.050000 
6.837113 1:0.459997 2:0.308203 3:0.238000 4:0.084636 5:0.039254 6:0.222825 7:0.223000 8:-0.023539 9:0.138654 10:0.084302 11:0.222000 12:-0.026980 13:0.139305 14:0.077695 15:0.222000 16:-0.031423 17:0.145387 18:0.073569 19:0.538996 20:0.388120 21:0.265000 22:0.065840 23:0.103215 24:0.261990 25:0.259000 26:-0.083032 27:0.284701 28:0.082766 29:0.256000 30:-0.048999 31:0.229895 32:0.110656 33:0.256000 34:-0.052847 35:0.235453 36:0.106851 37:0.011004 38:3.710177 39:0.263686 40:0.081584 41:0.632423 42:0.083333 
8.547931 1:0.433998 2:0.245525 3:0.208000 4:0.027612 5:0.053216 6:0.112466 7:0.206000 8:0.014993 9:0.058593 10:0.089756 11:0.203000 12:-0.009163 13:0.074862 14:0.056541 15:0.202000 16:-0.011018 17:0.076838 18:0.054682 19:0.501997 20:0.324295 21:0.232000 22:0.021431 23:0.108373 24:0.160445 25:0.233000 26:-0.011784 27:0.142347 28:0.114408 29:0.232000 30:-0.023524 31:0.139351 32:0.087011 33:0.232000 34:-0.025752 35:0.142051 36:0.084771 37:0.012532 38:4.041618 39:0.232732 40:0.605741 41:0.675911 42:0.133333 
100.240913 1:0.200000 2:0.140572 3:0.200000 4:-0.037506 5:0.119733 6:0.038622 7:0.200000 8:-0.037931 9:0.117822 10:0.036886 11:0.200000 12:-0.054593 13:0.115881 14:0.015080 15:0.200000 16:-0.053287 17:0.115715 18:0.016324 19:0.214000 20:0.192628 21:0.200000 22:-0.031436 23:0.170224 24:0.082527 25:0.200000 26:-0.037543 27:0.178479 28:0.074430 29:0.200000 30:-0.052031 31:0.140581 32:0.028071 33:0.200000 34:-0.054460 35:0.153424 36:0.030489 37:0.009956 38:0.151766 39:0.002930 40:0.844070 41:0.991328 42:0.016667 
26.185667 1:0.512997 2:0.331355 3:0.252000 4:0.061334 5:0.062808 6:0.191314 7:0.241000 8:0.021824 9:0.090188 10:0.136890 11:0.239000 12:-0.004384 13:0.112142 14:0.102881 15:0.238000 16:-0.007653 17:0.114892 18:0.098715 19:0.595996 20:0.428978 21:0.278000 22:0.035314 23:0.156609 24:0.243408 25:0.275000 26:-0.039774 27:0.242832 28:0.145691 29:0.273000 30:-0.018939 31:0.212511 32:0.166241 33:0.274000 34:-0.032241 35:0.227046 36:0.149102 37:0.014529 38:3.925493 39:0.379485 40:-0.114328 41:0.588125 42:0.088889 
100.917091 1:0.200000 2:0.136203 3:0.200000 4:-0.031325 5:0.109274 6:0.042313 7:0.200000 8:-0.034353 9:0.120482 10:0.044173 11:0.200000 12:-0.052798 13:0.119323 14:0.018218 15:0.200000 16:-0.053804 17:0.121472 18:0.017972 19:0.238000 20:0.192826 21:0.200000 22:-0.041999 23:0.190657 24:0.072485 25:0.200000 26:-0.028258 27:0.158721 28:0.081657 29:0.200000 30:-0.057678 31:0.155684 32:0.027112 33:0.200000 34:-0.058183 35:0.158328 36:0.027550 37:0.010562 38:1.365105 39:0.107882 40:-0.069295 41:0.948949 42:0.022222 
92.905121 1:0.225000 2:0.177044 3:0.200000 4:-0.009568 5:0.122100 6:0.096900 7:0.200000 8:-0.041752 9:0.147695 10:0.047473 11:0.200000 12:-0.054359 13:0.145158 14:0.027000 15:0.200000 16:-0.053365 17:0.143303 18:0.027501 19:0.316999 20:0.245673 21:0.200000 22:-0.009635 23:0.177101 24:0.146251 25:0.200000 26:-0.045356 27:0.195996 28:0.068603 29:0.200000 30:-0.060190 31:0.181373 32:0.034580 33:0.200000 34:-0.057692 35:0.178849 36:0.037227 37:0.009956 38:0.116763 39:0.008320 40:-1.483501 41:0.999780 42:0.011111 
63.468636 1:0.211000 2:0.147504 3:0.200000 4:0.001628 5:0.045852 6:0.048673 7:0.200000 8:-0.004576 9:0.059347 10:0.050793 11:0.200000 12:-0.020076 13:0.058964 14:0.026504 15:0.200000 16:-0.019616 17:0.057887 18:0.026375 19:0.306999 20:0.222643 21:0.200000 22:-0.016166 23:0.121555 24:0.080774 25:0.200000 26:-0.014293 27:0.131305 28:0.093263 29:0.200000 30:-0.031391 31:0.114740 32:0.045628 33:0.200000 34:-0.035265 35:0.118632 36:0.041559 37:0.009832 38:3.136965 39:0.329858 40:0.063252 41:0.432086 42:0.016667 
27.261974 1:0.468997 2:0.318346 3:0.229000 4:0.029680 5:0.087635 6:0.157069 7:0.233000 8:0.035735 9:0.082809 10:0.164976 11:0.224000 12:-0.010233 13:0.120883 14:0.097479 15:0.224000 16:-0.008632 17:0.120113 18:0.100271 19:0.576996 20:0.432904 21:0.269000 22:-0.010290 23:0.216179 24:0.189746 25:0.273000 26:-0.003212 27:0.217200 28:0.208861 29:0.266000 30:-0.023463 31:0.228705 32:0.168564 33:0.266000 34:-0.019925 35:0.223424 36:0.172405 37:0.013876 38:3.974269 39:0.320554 40:-0.149553 41:0.638762 42:0.122222 
8.066866 1:0.499997 2:0.326271 3:0.236000 4:0.028583 5:0.085164 6:0.148378 7:0.240000 8:0.036670 9:0.082411 10:0.163761 11:0.232000 12:-0.011373 13:0.125092 14:0.099740 15:0.232000 16:-0.010733 17:0.123331 18:0.099509 19:0.570996 20:0.418898 21:0.265000 22:-0.014853 23:0.205619 24:0.168476 25:0.264000 26:0.007044 27:0.194758 28:0.213240 29:0.263000 30:-0.026571 31:0.213026 32:0.147501 33:0.262000 34:-0.023381 35:0.210435 36:0.152325 37:0.016964 38:4.089737 39:0.371311 40:-0.053576 41:0.772008 42:0.194444 
55.044430 1:0.357999 2:0.270162 3:0.200000 4:0.019741 5:0.082405 6:0.133775 7:0.200000 8:0.016071 9:0.092437 10:0.135493 11:0.200000 12:-0.012914 13:0.101423 14:0.071285 15:0.200000 16:-0.015023 17:0.105106 18:0.069863 19:0.494997 20:0.397200 21:0.253000 22:-0.021019 23:0.228450 24:0.171575 25:0.256000 26:-0.011650 27:0.232386 28:0.199948 29:0.249000 30:-0.041508 31:0.227344 32:0.121672 33:0.247000 34:-0.032944 35:0.221057 36:0.135218 37:0.010253 38:2.187098 39:0.288925 40:0.039739 41:0.753670 42:0.016667 
97.508774 1:0.200000 2:0.149219 3:0.200000 4:-0.019107 5:0.086467 6:0.047475 7:0.200000 8:-0.031825 9:0.114688 10:0.044859 11:0.200000 12:-0.045760 13:0.108628 14:0.021663 15:0.200000 16:-0.045547 17:0.106934 18:0.021157 19:0.238000 20:0.210712 21:0.200000 22:-0.024754 23:0.154459 24:0.086636 25:0.200000 26:-0.026549 27:0.165745 28:0.090777 29:0.200000 30:-0.044696 31:0.141131 32:0.039010 33:0.200000 34:-0.046887 35:0.141159 36:0.035652 37:0.010583 38:1.391712 39:0.262204 40:-0.695273 41:0.773814 42:0.011111 
59.649189 1:0.306999 2:0.253788 3:0.200000 4:0.034354 5:0.071737 6:0.163843 7:0.200000 8:-0.018589 9:0.119671 10:0.073896 11:0.200000 12:-0.026327 13:0.115260 14:0.055017 15:0.200000 16:-0.027709 17:0.117376 18:0.053893 19:0.426998 20:0.350065 21:0.241000 22:0.034235 23:0.145420 24:0.240725 25:0.236000 26:-0.073018 27:0.283889 28:0.086606 29:0.232000 30:-0.059388 31:0.227744 32:0.078117 33:0.232000 34:-0.063504 35:0.235390 36:0.074930 37:0.010207 38:1.890417 39:0.333227 40:0.087936 41:0.779991 42:0.016667 
13.703159 1:0.592996 2:0.389019 3:0.279000 4:0.044765 5:0.122559 6:0.224128 7:0.279000 8:0.029307 9:0.146059 10:0.214298 11:0.273000 12:-0.045362 13:0.197340 14:0.100271 15:0.273000 16:-0.033488 17:0.181781 18:0.110343 19:0.662995 20:0.460823 21:0.304999 22:-0.005956 23:0.256079 24:0.240972 25:0.306999 26:-0.001114 27:0.277168 28:0.274209 29:0.306999 30:-0.084346 31:0.310538 32:0.118223 33:0.303999 34:-0.066726 35:0.288410 36:0.134527 37:0.012874 38:4.589246 39:0.242880 40:-0.373307 41:0.568723 42:0.177778 
91.343498 1:0.200000 2:0.120350 3:0.200000 4:-0.024525 5:0.076148 6:0.031752 7:0.200000 8:-0.040463 9:0.113109 10:0.030634 11:0.200000 12:-0.051322 13:0.102041 14:0.013194 15:0.200000 16:-0.050076 17:0.098499 18:0.013050 19:0.200000 20:0.161709 21:0.200000 22:-0.029741 23:0.128342 24:0.057455 25:0.200000 26:-0.034649 27:0.147728 28:0.060634 29:0.200000 30:-0.050850 31:0.124334 32:0.022475 33:0.200000 34:-0.049218 35:0.116266 36:0.020965 37:0.009906 38:1.288087 39:0.102200 40:0.086808 41:0.830752 42:0.011111 
95.518486 1:0.200000 2:0.136203 3:0.200000 4:-0.031325 5:0.109274 6:0.042313 7:0.200000 8:-0.034353 9:0.120482 10:0.044173 11:0.200000 12:-0.052798 13:0.119323 14:0.018218 15:0.200000 16:-0.053804 17:0.121472 18:0.017972 19:0.238000 20:0.192826 21:0.200000 22:-0.041999 23:0.190657 24:0.072485 25:0.200000 26:-0.028258 27:0.158721 28:0.081657 29:0.200000 30:-0.057678 31:0.155684 32:0.027112 33:0.200000 34:-0.058183 35:0.158328 36:0.027550 37:0.010562 38:1.365105 39:0.107882 40:-0.069295 41:0.948949 42:0.022222 
90.434212 1:0.200000 2:0.188853 3:0.200000 4:-0.039754 5:0.178472 6:0.069695 7:0.200000 8:-0.017086 9:0.134615 10:0.089276 11:0.200000 12:-0.056885 13:0.165200 14:0.032292 15:0.200000 16:-0.058909 17:0.168484 18:0.030853 19:0.248000 20:0.248922 21:0.200000 22:-0.044530 23:0.261032 24:0.111163 25:0.200000 26:-0.030445 27:0.231742 28:0.129628 29:0.200000 30:-0.071699 31:0.238580 32:0.041066 33:0.200000 34:-0.073075 35:0.239674 36:0.039316 37:0.010299 38:0.962846 39:0.199047 40:0.086846 41:0.948449 42:0.011111 
88.142349 1:0.295000 2:0.261743 3:0.200000 4:-0.010776 5:0.146875 6:0.115797 7:0.200000 8:0.008663 9:0.123055 10:0.148475 11:0.200000 12:-0.037125 13:0.150061 14:0.057310 15:0.200000 16:-0.032871 17:0.143509 18:0.061404 19:0.419998 20:0.364774 21:0.240000 22:-0.032902 23:0.274392 24:0.174981 25:0.241000 26:-0.002041 27:0.238601 28:0.232277 29:0.239000 30:-0.074126 31:0.262491 32:0.074819 33:0.237000 34:-0.060102 35:0.245982 36:0.090330 37:0.009919 38:0.619024 39:0.018549 40:-0.558583 41:0.971166 42:0.016667 
28.821989 1:0.544996 2:0.367054 3:0.266000 4:0.037735 5:0.121092 6:0.208672 7:0.266000 8:0.030018 9:0.133136 10:0.203803 11:0.258000 12:-0.039752 13:0.178025 14:0.092266 15:0.258000 16:-0.032857 17:0.171030 18:0.099778 19:0.637995 20:0.450820 21:0.298999 22:-0.003687 23:0.245774 24:0.236402 25:0.299999 26:0.000805 27:0.267188 28:0.269341 29:0.298999 30:-0.084594 31:0.305656 32:0.111488 33:0.295999 34:-0.064469 35:0.279962 36:0.130150 37:0.010061 38:4.325626 39:0.157349 40:-0.434317 41:0.542203 42:0.111111 
108.772575 1:0.200000 2:0.122234 3:0.200000 4:-0.019927 5:0.083419 6:0.043845 7:0.200000 8:-0.051680 9:0.129451 10:0.023651 11:0.200000 12:-0.057177 13:0.117429 14:0.013172 15:0.200000 16:-0.057275 17:0.117830 18:0.013216 19:0.200000 20:0.170564 21:0.200000 22:-0.023865 23:0.151780 24:0.086707 25:0.200000 26:-0.046191 27:0.165789 28:0.049751 29:0.200000 30:-0.058651 31:0.143771 32:0.021136 33:0.200000 34:-0.058620 35:0.144001 36:0.021260 37:0.009942 38:0.332857 39:0.032523 40:0.087315 41:0.995260 42:0.011111 
58.335171 1:0.200000 2:0.172385 3:0.200000 4:-0.003195 5:0.074691 6:0.067893 7:0.200000 8:-0.011725 9:0.078072 10:0.054139 11:0.200000 12:-0.032146 13:0.086135 14:0.027341 15:0.200000 16:-0.031726 17:0.084972 18:0.027238 19:0.230000 20:0.234813 21:0.200000 22:-0.030900 23:0.183918 24:0.093443 25:0.200000 26:-0.035953 27:0.171985 28:0.073658 29:0.200000 30:-0.048617 31:0.167113 32:0.046227 33:0.200000 34:-0.050401 35:0.168566 36:0.043959 37:0.011175 38:2.307017 39:0.280999 40:0.012903 41:0.810249 42:0.027778 
95.038597 1:0.200000 2:0.179235 3:0.200000 4:-0.013801 5:0.103587 6:0.071203 7:0.200000 8:-0.025546 9:0.126387 10:0.064355 11:0.200000 12:-0.043140 13:0.118919 14:0.029890 15:0.200000 16:-0.043851 17:0.119869 18:0.029387 19:0.239000 20:0.237060 21:0.200000 22:-0.025871 23:0.190706 24:0.111273 25:0.200000 26:-0.025845 27:0.178345 28:0.101947 29:0.200000 30:-0.047014 31:0.156876 32:0.043545 33:0.200000 34:-0.049022 35:0.159324 36:0.041514 37:0.009902 38:0.810771 39:0.023697 40:0.772697 41:0.973198 42:0.027778 
